Date,Greenland AWP,Canada,USA 48,eastern Canada,Central Canada,Canadian Rockies,northern Canada,Alaska,US NE,US MidWest,US Pacific,US Rockies
1997-297,0.133,3.378,10.73,6.06,4.256,3.609,0.513,1.548,10.955,9.794,10.528,8.759
1997-298,0.123,3.124,10.11,5.911,3.605,3.333,0.477,1.318,10.657,9.138,10.368,7.513
1997-299,0.114,3.063,9.516,5.798,3.582,3.226,0.449,1.026,10.492,7.597,10.209,7.481
1997-300,0.105,2.932,9.486,4.635,4.399,3.133,0.423,1.165,10.084,7.71,10.053,7.507
1997-301,0.097,2.445,9.407,3.318,4.009,3.019,0.359,1.109,9.928,7.701,9.899,7.439
1997-302,0.089,2.357,9.408,3.241,3.82,2.931,0.337,1.054,9.775,7.853,9.747,7.464
1997-303,0.082,2.291,9.435,3.165,3.714,2.846,0.315,1.002,9.624,8.178,9.597,7.353
1997-304,0.075,2.233,9.395,3.117,3.61,2.762,0.295,0.952,9.487,8.304,9.45,7.244
1997-305,0.069,2.173,9.452,3.043,3.569,2.602,0.276,0.904,9.34,8.362,9.305,7.611
1997-306,0.064,2.064,9.341,2.971,3.315,2.463,0.257,0.795,9.196,8.268,9.162,7.519
1997-307,0.058,2.49,9.37,4.735,3.161,2.424,0.253,0.754,9.371,8.2,9.021,7.837
1997-308,0.053,2.337,9.176,4.623,2.734,2.343,0.236,0.716,9.225,8.021,8.883,7.527
1997-309,0.049,2.255,9.013,4.387,2.722,2.264,0.223,0.658,9.08,7.915,8.748,7.234
1997-310,0.045,2.046,8.965,3.673,2.745,2.136,0.208,0.623,8.94,7.816,8.615,7.384
1997-311,0.041,1.989,8.845,3.588,2.662,2.082,0.192,0.591,8.803,7.697,8.484,7.276
1997-312,0.038,1.921,8.752,3.507,2.541,2,0.179,0.56,8.668,7.67,8.357,7.142
1997-313,0.034,1.917,8.656,3.626,2.449,1.937,0.166,0.531,8.545,7.586,8.231,7.07
1997-314,0.032,1.862,8.174,3.542,2.377,1.871,0.154,0.475,8.416,6.973,8.109,6.234
1997-315,0.029,1.812,8.095,3.459,2.307,1.823,0.143,0.45,8.289,6.862,7.989,6.264
1997-316,0.026,1.763,7.894,3.38,2.239,1.769,0.133,0.399,8.166,6.478,7.872,6.175
1997-317,0.024,1.65,7.918,3.051,2.174,1.728,0.123,0.378,7.847,6.868,7.757,5.934
1997-318,0.022,1.517,7.549,2.618,2.119,1.723,0.115,0.358,7.303,5.957,7.645,6.022
1997-319,0.02,1.409,6.799,2.296,2.062,1.691,0.107,0.352,5.367,4.749,7.536,5.743
1997-320,0.019,1.366,6.664,2.222,2.005,1.642,0.099,0.333,5.071,4.528,7.43,5.667
1997-321,0.017,1.327,6.825,2.17,1.944,1.596,0.092,0.316,5.059,4.981,7.327,5.639
1997-322,0.016,1.274,6.825,2.056,1.889,1.551,0.085,0.299,5.096,5.143,7.226,5.531
1997-323,0.014,1.239,6.836,2.011,1.836,1.499,0.079,0.284,5.168,5.277,7.128,5.474
1997-324,0.013,1.203,6.816,1.973,1.764,1.458,0.074,0.269,5.145,5.366,7.033,5.403
1997-325,0.012,1.131,6.742,1.853,1.65,1.386,0.069,0.252,5.05,5.294,6.941,5.357
1997-326,0.011,1.069,6.723,1.73,1.581,1.314,0.064,0.239,4.98,5.415,6.851,5.232
1997-327,0.01,1.038,6.67,1.693,1.526,1.279,0.059,0.227,5.447,5.299,6.765,5.134
1997-328,0.009,0.996,6.567,1.58,1.515,1.225,0.055,0.216,5.124,5.234,6.681,5.024
1997-329,0.009,0.964,6.486,1.538,1.457,1.191,0.051,0.205,5.039,5.172,6.601,4.919
1997-330,0.008,0.941,6.421,1.507,1.42,1.159,0.048,0.196,4.975,5.156,6.489,4.808
1997-331,0.007,0.937,6.528,1.481,1.452,1.131,0.045,0.186,5.488,5.508,6.415,4.688
1997-332,0.007,0.901,6.456,1.416,1.409,1.096,0.038,0.178,5.367,5.489,6.343,4.559
1997-333,0.006,0.859,6.372,1.451,1.22,1.068,0.036,0.163,5.438,5.362,6.274,4.465
1997-334,0.006,0.841,6.331,1.425,1.192,1.044,0.033,0.156,5.381,5.359,6.208,4.414
1997-335,0.005,0.823,6.261,1.4,1.166,1.014,0.031,0.15,5.15,5.304,6.145,4.365
1997-336,0.005,0.809,6.213,1.377,1.153,0.992,0.029,0.143,5.315,5.267,6.085,4.251
1997-337,0.005,0.794,5.97,1.355,1.13,0.971,0.028,0.138,5.27,4.737,6.028,4.113
1997-338,0.004,0.767,5.719,1.334,1.097,0.886,0.026,0.132,5.222,4.323,5.973,4.002
1997-339,0.004,0.743,5.606,1.314,1.076,0.797,0.025,0.128,5.177,4.077,5.922,3.969
1997-340,0.004,0.705,5.466,1.197,1.056,0.783,0.023,0.123,4.614,3.907,5.873,3.929
1997-341,0.004,0.693,5.43,1.181,1.038,0.769,0.022,0.119,4.578,3.876,5.827,3.899
1997-342,0.003,0.631,5.079,1.178,0.788,0.776,0.021,0.103,4.12,3.7,5.449,2.983
1997-343,0.003,0.618,4.954,1.164,0.775,0.738,0.02,0.1,3.738,3.685,5.325,2.656
1997-344,0.003,0.629,4.796,1.137,0.853,0.728,0.019,0.097,4.187,3.066,5.29,2.733
1997-345,0.003,0.62,4.657,1.125,0.839,0.718,0.018,0.094,4.096,2.813,5.258,2.672
1997-346,0.003,0.613,4.642,1.114,0.828,0.709,0.018,0.092,4.073,2.798,5.228,2.679
1997-347,0.003,0.599,4.708,1.103,0.787,0.7,0.017,0.09,3.813,3.024,5.201,2.7
1997-348,0.003,0.6,4.851,1.094,0.809,0.693,0.016,0.088,4.021,3.369,5.177,2.684
1997-349,0.003,0.6,4.872,1.086,0.82,0.686,0.016,0.086,3.904,3.506,5.155,2.702
1997-350,0.002,0.596,4.956,1.079,0.815,0.681,0.016,0.085,3.939,3.731,5.136,2.696
1997-351,0.002,0.591,4.942,1.072,0.809,0.676,0.015,0.083,3.927,3.717,5.12,2.688
1997-352,0.002,0.589,5.005,1.069,0.804,0.671,0.015,0.082,3.952,3.79,5.186,2.761
1997-353,0.002,0.598,5.077,1.073,0.84,0.668,0.015,0.081,4.208,3.926,5.175,2.789
1997-354,0.002,0.602,5.078,1.076,0.853,0.665,0.015,0.081,4.262,3.924,5.177,2.785
1997-355,0.002,0.609,5.128,1.074,0.89,0.659,0.014,0.08,4.258,4.08,5.17,2.782
1997-356,0.002,0.609,5.026,1.072,0.891,0.658,0.014,0.08,4.301,3.776,5.167,2.781
1997-357,0.002,0.603,4.699,1.05,0.89,0.658,0.014,0.08,4.12,3.898,5.177,2.421
1997-358,0.002,0.598,4.631,1.051,0.87,0.656,0.014,0.08,4.072,3.707,5.173,2.412
1997-359,0.002,0.597,4.407,1.044,0.872,0.657,0.014,0.08,4.075,3.084,5.178,2.364
1997-360,0.002,0.597,4.351,1.044,0.874,0.659,0.015,0.081,4.081,3.296,5.185,2.368
1997-361,0.002,0.6,4.445,1.047,0.878,0.662,0.015,0.081,4.089,3.238,5.284,2.351
1997-362,0.002,0.604,4.451,1.055,0.883,0.666,0.015,0.082,3.738,3.426,5.207,2.377
1997-363,0.002,0.607,4.415,1.065,0.884,0.667,0.015,0.083,3.736,3.329,5.222,2.372
1997-364,0.002,0.593,4.45,1.071,0.817,0.672,0.016,0.085,2.937,3.326,5.24,2.503
1997-365,0.003,0.595,4.342,1.069,0.824,0.678,0.016,0.086,2.884,3.158,5.261,2.512
1997-366,0.003,0.6,4.358,1.078,0.832,0.684,0.017,0.088,2.897,3.172,5.284,2.522
1998-001,0.003,0.621,4.624,1.092,0.891,0.698,0.017,0.09,3.038,3.548,5.35,2.807
1998-002,0.003,0.631,4.984,1.113,0.907,0.702,0.018,0.092,3.413,4.244,5.37,2.877
1998-003,0.003,0.639,5.008,1.125,0.919,0.711,0.018,0.094,3.433,4.269,5.401,2.892
1998-004,0.003,0.585,5.216,1.157,0.667,0.711,0.019,0.097,4.744,4.344,5.436,2.802
1998-005,0.003,0.597,5.224,1.182,0.678,0.722,0.02,0.1,4.907,4.602,5.472,2.337
1998-006,0.003,0.609,5.241,1.208,0.69,0.733,0.021,0.103,4.913,4.59,5.512,2.314
1998-007,0.004,0.618,5.299,1.224,0.702,0.746,0.022,0.107,5.01,4.637,5.554,2.322
1998-008,0.004,0.628,5.463,1.242,0.716,0.759,0.023,0.111,5.05,4.444,5.599,2.87
1998-009,0.004,0.639,5.253,1.26,0.73,0.774,0.025,0.115,5.093,3.774,5.646,2.9
1998-010,0.004,0.65,5.314,1.281,0.745,0.775,0.026,0.112,5.272,3.872,5.697,2.885
1998-011,0.005,0.662,5.335,1.302,0.761,0.791,0.028,0.117,5.341,3.845,5.75,2.91
1998-012,0.005,0.672,5.337,1.311,0.778,0.808,0.03,0.122,5.393,3.774,5.806,2.921
1998-013,0.005,0.679,5.337,1.31,0.797,0.826,0.031,0.128,5.023,3.663,5.864,3.054
1998-014,0.006,0.694,5.374,1.334,0.816,0.845,0.034,0.134,4.764,3.738,5.925,3.109
1998-015,0.006,0.708,5.405,1.354,0.836,0.865,0.036,0.14,4.816,3.772,5.989,3.082
1998-016,0.007,0.722,5.465,1.372,0.857,0.887,0.038,0.147,4.714,3.884,6.056,3.136
1998-017,0.007,0.739,5.437,1.399,0.88,0.909,0.041,0.154,4.742,3.687,6.125,3.169
1998-018,0.008,0.754,5.483,1.416,0.903,0.933,0.044,0.162,4.433,3.672,6.198,3.361
1998-019,0.009,0.773,5.51,1.446,0.928,0.958,0.047,0.171,4.315,3.692,6.273,3.399
1998-020,0.009,0.793,5.541,1.477,0.954,0.984,0.051,0.18,4.369,3.701,6.35,3.412
1998-021,0.01,0.813,5.62,1.509,0.981,1.012,0.055,0.19,4.424,3.66,6.431,3.636
1998-022,0.011,0.835,5.697,1.542,1.009,1.04,0.059,0.2,4.481,3.78,6.514,3.646
1998-023,0.012,0.858,5.815,1.577,1.039,1.07,0.064,0.212,4.464,3.902,6.6,3.79
1998-024,0.013,0.881,5.925,1.613,1.07,1.102,0.069,0.224,4.539,4.062,6.688,3.878
1998-025,0.014,0.906,6.041,1.651,1.102,1.134,0.074,0.237,4.453,4.182,6.78,4.098
1998-026,0.016,0.92,6.265,1.675,1.129,1.134,0.078,0.209,4.603,4.589,6.874,4.252
1998-027,0.017,0.946,6.411,1.711,1.164,1.169,0.084,0.222,4.687,4.831,7.067,4.304
1998-028,0.019,0.985,6.562,1.753,1.243,1.212,0.091,0.235,4.859,5.1,7.168,4.491
1998-029,0.02,1.014,6.728,1.795,1.281,1.249,0.098,0.25,5.003,5.401,7.271,4.555
1998-030,0.022,1.044,6.816,1.839,1.321,1.289,0.106,0.265,5.076,5.517,7.377,4.551
1998-031,0.024,1.075,6.901,1.884,1.362,1.33,0.114,0.282,5.15,5.596,7.486,4.614
1998-032,0.026,1.107,6.978,1.931,1.404,1.372,0.123,0.299,5.548,5.66,7.597,4.552
1998-033,0.029,1.151,7.088,1.986,1.481,1.419,0.133,0.318,5.631,5.879,7.596,4.53
1998-034,0.032,1.186,7.178,2.036,1.527,1.465,0.143,0.337,5.715,5.966,7.712,4.595
1998-035,0.035,1.235,7.075,2.087,1.621,1.526,0.154,0.358,5.56,5.968,7.417,4.481
1998-036,0.038,1.272,6.937,2.139,1.671,1.57,0.166,0.38,5.52,5.96,7.533,4.468
1998-037,0.041,1.311,7.044,2.193,1.723,1.62,0.178,0.403,5.426,6.086,7.652,4.551
1998-038,0.045,1.346,7.288,2.257,1.745,1.673,0.191,0.428,5.487,6.33,7.873,4.622
1998-039,0.049,1.387,7.469,2.316,1.799,1.727,0.206,0.454,5.937,6.526,7.997,4.69
1998-040,0.053,1.43,7.624,2.374,1.854,1.782,0.221,0.481,6.278,6.661,8.124,4.798
1998-041,0.058,1.48,7.805,2.455,1.912,1.84,0.237,0.509,6.558,6.869,8.414,4.869
1998-042,0.064,1.525,7.928,2.516,1.971,1.899,0.253,0.539,6.66,6.996,8.548,4.987
1998-043,0.069,1.57,8.009,2.579,2.031,1.951,0.271,0.571,6.718,7.105,8.683,4.99
1998-044,0.075,1.619,8.1,2.643,2.093,2.014,0.29,0.604,6.86,7.2,8.739,5.023
1998-045,0.082,1.702,8.469,2.738,2.236,2.119,0.31,0.638,7.605,7.51,8.878,5.249
1998-046,0.089,1.753,8.607,2.806,2.303,2.186,0.331,0.674,7.723,7.676,9.019,5.329
1998-047,0.097,1.809,8.542,2.886,2.37,2.251,0.353,0.711,7.925,7.842,9.13,4.642
1998-048,0.105,1.863,8.63,2.957,2.44,2.322,0.377,0.751,8.103,7.927,9.195,4.627
1998-049,0.114,1.936,8.858,3.029,2.58,2.398,0.401,0.791,8.301,8.168,9.341,4.909
1998-050,0.123,1.997,8.982,3.103,2.665,2.472,0.427,0.833,8.682,8.212,9.488,5.116
1998-051,0.133,2.056,9.103,3.178,2.742,2.548,0.454,0.877,8.815,8.338,9.637,5.193
1998-052,0.144,2.126,9.364,3.275,2.837,2.625,0.482,0.923,9.113,8.676,10.055,5.493
1998-053,0.156,2.197,9.56,3.353,2.95,2.705,0.511,0.97,9.384,8.956,10.212,5.592
1998-054,0.168,2.359,9.939,3.432,3.403,2.829,0.541,1.018,9.527,9.739,10.37,5.793
1998-055,0.182,2.397,9.903,3.512,3.378,2.913,0.573,1.069,7.739,10.064,10.391,5.779
1998-056,0.196,2.465,10.073,3.594,3.467,2.998,0.606,1.121,8.157,10.179,10.551,5.865
1998-057,0.211,2.518,9.875,3.7,3.487,3.056,0.641,1.174,8.812,9.297,10.906,5.822
1998-058,0.227,2.538,9.953,3.785,3.384,3.131,0.677,1.229,8.943,9.248,11.021,5.909
1998-059,0.244,2.609,9.641,3.87,3.474,3.218,0.714,1.286,9.086,8.054,11.277,5.966
1998-060,0.262,2.644,9.852,3.957,3.441,3.264,0.752,1.345,9.22,8.233,11.445,6.263
1998-061,0.281,2.729,10.258,4.045,3.581,3.36,0.792,1.405,10.171,8.858,11.614,6.462
1998-062,0.301,2.8,10.389,4.133,3.659,3.453,0.833,1.466,10.234,8.976,11.815,6.72
1998-063,0.323,2.869,10.463,4.179,3.775,3.547,0.875,1.529,10.187,8.941,11.987,6.816
1998-064,0.345,2.924,10.584,4.281,3.789,3.611,0.919,1.594,10.38,9.127,12.217,6.724
1998-065,0.369,3.004,10.525,4.389,3.867,3.728,0.964,1.66,11.135,8.706,12.392,6.567
1998-066,0.394,3.082,10.633,4.478,3.965,3.822,1.011,1.728,11.34,8.911,12.569,6.45
1998-067,0.42,3.151,10.719,4.571,4.019,3.919,1.059,1.797,11.499,8.917,12.766,6.508
1998-068,0.448,3.16,9.825,4.688,3.802,4.02,1.108,1.868,12.29,6.036,12.784,6.477
1998-069,0.477,3.21,10.061,4.67,3.894,4.122,1.159,1.94,11.657,6.394,12.961,6.914
1998-070,0.507,3.291,10.268,4.765,3.987,4.226,1.21,2.014,11.348,6.535,13.108,7.387
1998-071,0.539,3.414,10.385,4.86,4.247,4.33,1.264,2.088,10.995,6.757,13.286,7.48
1998-072,0.572,3.535,10.856,4.996,4.451,4.436,1.318,2.165,11.455,7.696,13.464,7.669
1998-073,0.606,3.613,11.132,5.091,4.523,4.542,1.374,2.242,10.737,8.344,13.662,7.888
1998-074,0.642,3.706,11.591,5.136,4.648,4.756,1.431,2.321,10.807,8.974,13.842,8.602
1998-075,0.679,3.781,11.902,5.188,4.75,4.866,1.489,2.401,11.472,9.202,14.022,9.113
1998-076,0.718,3.872,12.129,5.286,4.853,4.997,1.549,2.483,11.454,9.642,14.258,9.272
1998-077,0.758,3.972,12.379,5.397,5.002,5.081,1.61,2.565,12.007,9.975,14.534,9.366
1998-078,0.799,4.062,12.336,5.496,5.107,5.194,1.672,2.649,12.638,9.771,14.716,9.07
1998-079,0.842,4.154,12.558,5.6,5.213,5.308,1.735,2.733,13.116,9.979,15.041,9.275
1998-080,0.886,4.333,12.894,5.692,5.308,6.052,1.799,3.018,12.448,10.575,15.225,9.786
1998-081,0.931,4.459,13.608,5.792,5.535,6.185,1.868,3.11,10.903,12.725,15.409,9.972
1998-082,0.978,4.542,13.814,5.892,5.598,6.314,1.934,3.202,11.521,12.939,15.593,10.098
1998-083,1.026,4.683,14.254,6.014,5.866,6.443,2.002,3.295,11.927,13.677,15.776,10.504
1998-084,1.076,4.901,14.788,6.175,6.364,6.637,2.071,3.39,13.106,14.602,15.96,10.784
1998-085,1.126,5.038,15.108,6.309,6.597,6.769,2.14,3.485,14.117,15.062,16.143,10.903
1998-086,1.178,5.136,15.278,6.412,6.732,6.858,2.211,3.581,14.274,15.279,16.325,11.029
1998-087,1.231,5.319,15.654,6.589,7.15,6.911,2.282,3.678,15.279,15.844,16.507,11.234
1998-088,1.285,5.549,15.485,7.137,7.352,6.972,2.354,3.736,16.503,15.932,16.28,9.941
1998-089,1.341,5.692,14.489,7.344,7.532,7.102,2.427,3.833,16.526,15.136,16.336,7.573
1998-090,1.397,5.815,14.935,7.505,7.675,7.232,2.501,3.931,18.013,14.99,16.511,8.445
1998-091,1.455,5.921,15.127,7.616,7.804,7.362,2.576,4.029,18.241,15.033,16.686,8.764
1998-092,1.513,6.044,15.296,7.727,8.003,7.493,2.651,4.128,18.43,15.334,16.86,8.758
1998-093,1.573,6.108,15.859,7.837,7.961,7.623,2.727,4.228,18.617,16.569,17.033,9.018
1998-094,1.634,6.216,15.938,7.951,8.089,7.754,2.804,4.328,18.812,16.551,17.205,9.105
1998-095,1.695,6.322,16.078,8.061,8.217,7.884,2.881,4.428,18.997,16.715,17.376,9.192
1998-096,1.757,6.526,16.467,8.171,8.637,8.104,2.993,4.529,19.006,17.313,17.546,9.722
1998-097,1.821,6.876,16.895,8.242,9.721,8.27,3.104,4.63,19.128,17.748,17.715,10.592
1998-098,1.885,7.324,17.17,8.692,10.907,8.416,3.141,4.731,19.264,18.094,17.882,10.988
1998-099,1.95,7.44,17.526,8.803,11.068,8.548,3.221,4.977,19.502,18.255,18.596,11.794
1998-100,2.015,7.663,17.886,8.96,11.611,8.68,3.301,5.081,19.739,18.431,18.765,12.725
1998-101,2.082,7.797,18.109,9.071,11.846,8.811,3.381,5.185,19.941,18.693,18.932,12.963
1998-102,2.149,7.914,18.251,9.182,12.01,8.942,3.462,5.289,20.115,18.859,19.098,13.073
1998-103,2.216,8.436,18.451,10.04,12.843,9.34,3.543,5.513,20.377,19.02,19.262,13.39
1998-104,2.285,8.739,18.59,10.84,13.014,9.474,3.624,5.619,20.549,19.183,19.425,13.499
1998-105,2.353,8.713,18.736,10.963,12.622,9.545,3.705,5.726,20.82,19.343,19.586,13.607
1998-106,2.423,8.829,18.871,11.072,12.784,9.677,3.787,5.832,21.036,19.488,19.745,13.714
1998-107,2.493,9.259,19.027,11.105,13.983,9.864,4.072,6.336,21.511,19.423,20.312,14.063
1998-108,2.563,9.214,19.278,10.488,14.275,9.995,4.156,6.558,21.68,19.718,20.472,14.443
1998-109,2.634,9.63,19.535,11.36,14.598,10.499,4.241,6.673,22.008,19.945,20.576,14.897
1998-110,2.705,10.056,19.74,12.265,15.013,10.822,4.341,6.866,22.175,20.099,20.731,15.291
1998-111,2.776,10.185,19.871,12.394,15.198,10.957,4.426,7.083,22.339,20.249,20.884,15.4
1998-112,2.848,10.36,19.994,12.724,15.373,11.061,4.511,7.199,22.462,20.389,21.035,15.505
1998-113,2.92,10.485,20.128,12.849,15.547,11.194,4.595,7.315,22.621,20.548,21.184,15.612
1998-114,2.992,10.63,20.261,12.972,15.719,11.476,4.68,7.464,22.778,20.709,21.416,15.717
1998-115,3.065,10.861,20.417,13.15,16.324,11.505,4.764,7.636,22.933,20.862,21.562,15.927
1998-116,3.137,11.007,20.545,13.359,16.497,11.635,4.848,7.751,23.177,21.002,21.705,16.029
1998-117,3.21,11.32,20.743,13.991,16.753,11.937,4.954,8.241,23.328,21.158,21.818,16.419
1998-118,3.282,11.58,20.911,14.333,17.134,12.127,5.093,8.359,23.672,21.289,22.044,16.652
1998-119,3.355,11.913,21.01,14.579,17.705,12.255,5.407,8.331,23.861,21.426,22.293,16.652
1998-120,3.427,12.08,21.154,14.729,18.05,12.296,5.511,8.415,24.007,21.558,22.428,16.858
1998-121,3.499,12.223,21.269,14.926,18.222,12.421,5.597,8.434,24.151,21.687,22.561,16.965
1998-122,3.571,12.345,21.405,15.029,18.392,12.582,5.682,8.545,24.292,21.815,22.692,17.162
1998-123,3.643,12.473,21.73,15.187,18.517,12.768,5.767,8.655,24.431,21.945,22.821,18.1
1998-124,3.715,13.519,21.838,16.818,20.328,12.993,6.143,9.596,24.567,22.068,22.947,18.198
1998-125,3.786,13.665,21.954,17.122,20.564,13.114,6.108,9.714,24.7,22.189,23.071,18.335
1998-126,3.856,13.668,22.057,17.343,20.156,13.232,6.192,10.116,24.831,22.307,23.192,18.429
1998-127,3.926,14.011,22.172,17.81,20.711,13.349,6.379,10.207,24.959,22.423,23.311,18.576
1998-128,3.996,14.719,22.271,19.548,21.33,13.464,6.594,10.324,25.085,22.537,23.428,18.667
1998-129,4.065,14.811,22.37,19.542,21.527,13.577,6.678,10.439,25.208,22.648,23.542,18.762
1998-130,4.133,14.613,22.472,18.186,21.694,14.003,6.858,10.586,25.328,22.757,23.654,18.877
1998-131,4.201,14.779,22.632,18.591,21.858,13.926,6.941,10.622,25.446,22.863,23.732,19.226
1998-132,4.267,14.905,22.722,18.709,22.019,14.111,7.022,10.796,25.561,22.967,23.839,19.307
1998-133,4.333,15.023,22.811,18.825,22.177,14.253,7.103,11.023,25.674,23.069,23.943,19.389
1998-134,4.399,15.195,22.861,18.938,22.332,14.357,7.362,11.131,25.783,23.168,23.829,19.352
1998-135,4.463,15.736,22.921,19.95,22.484,15.27,7.657,11.276,25.89,23.265,23.927,19.353
1998-136,4.526,15.848,23.027,20.069,22.632,15.377,7.737,11.38,25.994,23.359,24.023,19.526
1998-137,4.588,16.187,23.189,20.728,22.909,15.381,8.014,11.624,26.096,23.451,24.116,19.916
1998-138,4.649,16.425,23.308,20.902,23.052,15.976,8.218,12.024,26.195,23.54,24.425,20.121
1998-139,4.709,16.701,23.439,21.409,23.171,16.092,8.495,12.181,26.291,23.627,24.514,20.41
1998-140,4.767,16.839,23.512,21.291,23.301,16.849,8.574,12.625,26.384,23.711,24.6,20.48
1998-141,4.825,17.012,23.584,21.554,23.433,17.1,8.673,12.814,26.474,23.793,24.684,20.551
1998-142,4.881,17.14,23.671,21.744,23.581,17.2,8.749,13.224,26.562,23.872,24.664,20.699
1998-143,4.936,17.237,23.738,21.844,23.706,17.297,8.822,13.323,26.647,23.949,24.743,20.763
1998-144,4.989,17.331,23.802,21.941,23.827,17.391,8.894,13.419,26.729,24.024,24.818,20.825
1998-145,5.041,17.459,23.864,22.065,23.945,17.482,9.049,14.961,26.808,24.095,24.892,20.884
1998-146,5.092,17.523,23.924,22.218,24.059,17.571,8.995,15.062,26.885,24.165,24.962,20.942
1998-147,5.141,17.576,23.986,22.287,24.169,17.602,9.003,15.367,26.958,24.231,25.031,21.012
1998-148,5.189,18.26,24.008,22.517,24.275,19.395,9.992,15.81,27.029,24.296,25.096,20.932
1998-149,5.235,18.344,24.061,22.599,24.377,19.484,10.06,15.905,27.097,24.357,25.159,20.982
1998-150,5.279,18.431,24.115,22.698,24.484,19.571,10.125,15.997,27.163,24.416,25.219,21.042
1998-151,5.322,18.494,24.208,22.774,24.579,19.554,10.188,16.086,27.225,24.473,25.372,21.252
1998-152,5.364,18.746,24.254,22.847,24.67,20.75,10.292,18.69,27.285,24.527,25.427,21.297
1998-153,5.403,18.883,24.346,23.264,24.756,20.293,10.501,18.787,27.342,24.578,25.578,21.518
1998-154,5.653,19.128,24.392,23.331,24.818,21.585,10.566,18.883,27.396,24.627,25.697,21.564
1998-155,5.698,19.194,24.414,23.396,24.897,21.659,10.623,19.17,27.447,24.674,25.744,21.533
1998-156,5.726,19.479,24.46,24.283,24.971,21.736,10.676,19.259,27.496,24.718,25.853,21.593
1998-157,5.759,19.5,24.486,24.289,25.042,21.803,10.652,19.339,27.541,24.759,25.995,21.582
1998-158,5.791,19.584,24.531,24.345,25.108,21.866,10.78,19.311,27.584,24.798,26.035,21.66
1998-159,5.821,19.864,24.562,24.708,25.441,22.443,10.828,19.382,27.624,24.834,26.073,21.69
1998-160,5.849,20.049,24.601,24.67,25.5,22.505,11.336,19.449,27.661,24.868,26.142,21.752
1998-161,5.875,20.153,24.627,24.927,25.555,22.558,11.376,19.521,27.696,24.899,26.174,21.778
1998-162,5.899,20.197,24.652,24.971,25.606,22.606,11.413,19.579,27.727,24.928,26.204,21.802
1998-163,5.921,20.237,24.674,25.01,25.652,22.651,11.447,19.631,27.756,24.954,26.231,21.824
1998-164,5.941,20.597,24.694,25.174,25.726,22.692,12.31,19.679,27.782,24.978,26.256,21.843
1998-165,5.979,20.834,24.724,25.488,25.763,22.729,12.717,20.289,27.806,24.999,26.278,21.907
1998-166,5.995,21.131,24.739,25.803,25.788,22.761,13.316,20.328,27.826,25.017,26.297,21.922
1998-167,6.01,21.173,24.753,25.887,25.817,22.79,13.342,20.583,27.844,25.033,26.313,21.936
1998-168,6.022,21.731,24.765,26.151,25.894,22.97,14.646,20.816,27.859,25.047,26.327,21.951
1998-169,6.032,21.753,24.782,26.17,25.921,22.99,14.668,20.851,27.871,25.058,26.339,21.991
1998-170,6.041,21.865,24.803,26.217,25.937,23.23,14.848,20.872,27.88,25.066,26.347,22.054
1998-171,6.084,21.899,24.816,26.228,25.95,23.263,14.915,20.887,27.887,25.072,26.353,22.093
1998-172,6.121,21.943,24.826,26.235,25.964,23.334,14.999,20.917,27.89,25.076,26.357,22.124
1998-173,6.123,21.738,24.83,26.243,25.971,23.177,14.45,21.043,27.891,25.077,26.358,22.136
1998-174,6.123,22.093,24.843,26.242,25.964,23.177,15.506,21.043,27.889,25.075,26.356,22.195
1998-175,6.122,22.089,24.839,26.237,25.958,23.172,15.502,21.038,27.885,25.071,26.352,22.191
1998-176,6.118,22.335,24.867,26.228,25.955,23.163,16.245,21.271,27.877,25.064,26.311,22.323
1998-177,6.112,22.322,24.859,26.215,25.941,23.15,16.232,21.256,27.867,25.055,26.302,22.315
1998-178,6.104,22.457,24.944,26.199,25.932,24.157,16.215,21.235,27.854,25.043,26.426,22.669
1998-179,6.094,22.856,24.981,26.34,25.91,24.134,17.308,21.21,27.839,25.029,26.411,22.85
1998-180,6.21,23.299,24.966,26.322,25.883,24.436,18.523,21.328,27.82,25.012,26.393,22.836
1998-181,6.196,23.299,24.949,26.293,25.852,24.405,18.58,21.435,27.799,24.993,26.373,22.819
1998-182,6.296,23.338,24.93,26.261,25.817,24.369,18.762,21.455,27.775,24.972,26.351,22.8
1998-183,6.277,23.297,24.923,26.224,25.778,24.329,18.716,21.409,27.748,24.947,26.326,22.837
1998-184,7.511,23.292,24.899,26.184,25.734,24.284,18.786,21.357,27.719,24.921,26.298,22.813
1998-185,7.579,23.243,24.891,26.14,25.686,24.235,18.73,21.432,27.687,24.892,26.3,22.854
1998-186,7.353,23.254,24.887,26.092,25.634,24.182,18.865,21.37,27.652,24.86,26.267,22.918
1998-187,7.321,23.196,24.856,26.04,25.577,24.125,18.798,21.303,27.614,24.826,26.231,22.888
1998-188,7.286,23.133,24.827,25.985,25.517,24.063,18.726,21.247,27.573,24.789,26.193,22.868
1998-189,7.248,23.126,24.795,25.925,25.455,24.134,18.768,21.17,27.53,24.75,26.152,22.842
1998-190,7.209,23.054,24.762,25.862,25.386,24.063,18.686,21.089,27.484,24.708,26.108,22.822
1998-191,7.167,22.974,24.723,25.795,25.313,23.989,18.589,21.003,27.436,24.664,26.062,22.783
1998-192,7.122,22.894,24.682,25.725,25.236,23.91,18.497,20.912,27.384,24.618,26.013,22.742
